# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin2539.fa	taxid assigned	based on 2852/2920 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin254.fa	taxid assigned	based on 3771/3825 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.88;0.86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin2540.fa	taxid assigned	based on 2215/2347 ORFs	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;0.95;0.94;0.86;0.64;0.64	Bacteria	Firmicutes	Clostridia	NA	NA	NA	Clostridia bacterium
Bin2541.fa	taxid assigned	based on 2230/2266 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.82;0.81;0.80;0.80	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2542.fa	taxid assigned	based on 2153/2198 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.98;0.98;0.49;0.48;0.45;0.45	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2543.fa	taxid assigned	based on 2773/2857 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934;2608915	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88;0.88;0.67	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin2544.fa	taxid assigned	based on 5016/5185 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.90;0.90	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	no support
Bin2545.fa	taxid assigned	based on 2583/2803 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.87;0.86;0.76;0.67;0.57;0.57	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2546.fa	taxid assigned	based on 2218/2412 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.94;0.93;0.47	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
Bin2547.fa	taxid assigned	based on 2770/2850 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;0.99;0.99;0.79;0.79;0.75;0.75;0.75;0.75	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
Bin2548.fa	taxid assigned	based on 2694/2741 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.90;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2549.fa	taxid assigned	based on 3057/3135 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin255.fa	taxid assigned	based on 3715/3737 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.80;0.80;0.80;0.80;0.80	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2550.fa	taxid assigned	based on 5532/5599 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93;0.90;0.90	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2551.fa	taxid assigned	based on 2985/3191 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263;129701	1.00;0.98;0.98;0.97;0.97;0.96;0.96;0.93;0.92;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2552.fa	taxid assigned	based on 3495/3525 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;0.99;0.99;0.98;0.98;0.96;0.96;0.91;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2553.fa	taxid assigned	based on 1741/1886 ORFs	1;131567;2;1783272;1798711;1798710;1906119;2137880	1.00;1.00;1.00;0.45;0.35;0.33;0.32;0.31	Bacteria	Candidatus Melainabacteria	NA	Candidatus Gastranaerophilales	NA	NA	Candidatus Gastranaerophilales bacterium
Bin2554.fa	taxid assigned	based on 1576/1844 ORFs	1;131567;2;1783272;1798711;1798710;1897007;1913460	1.00;1.00;0.99;0.63;0.44;0.39;0.38;0.36	Bacteria	Candidatus Melainabacteria	NA	NA	NA	NA	Candidatus Melainabacteria bacterium LEY3_CP_29_8
Bin2555.fa	taxid assigned	based on 766/779 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2556.fa	taxid assigned	based on 2525/2586 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2557.fa	taxid assigned	based on 2098/2147 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.94;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	no support
Bin2558.fa	taxid assigned	based on 1946/2184 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;0.99;0.99;0.89;0.87;0.78;0.75;0.57;0.57	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2559.fa	taxid assigned	based on 2309/2425 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263;129701;1262957	1.00;1.00;1.00;0.98;0.97;0.92;0.90;0.75;0.71;0.71;0.71	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:382
Bin256.fa	taxid assigned	based on 2171/2226 ORFs	1;131567;2;1783272;1239;47928;1263003	1.00;1.00;1.00;0.85;0.85;0.59;0.58	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:129
Bin2560.fa	taxid assigned	based on 2946/3104 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168;28118	1.00;1.00;1.00;0.98;0.98;0.98;0.97;0.97;0.88;0.82;0.73	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus
Bin2561.fa	taxid assigned	based on 2255/2305 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.98;0.97;0.97;0.97;0.97;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2562.fa	taxid assigned	based on 2558/2611 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2563.fa	taxid assigned	based on 4925/4981 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.83;0.83;0.83;0.83;0.83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2564.fa	taxid assigned	based on 1513/1574 ORFs	1;131567;2157;28890;2283796;183967;1235850;1577788;1080709;1406512	1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis
Bin2565.fa	taxid assigned	based on 4198/4272 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.98;0.97;0.92;0.92;0.73;0.65	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2566.fa	taxid assigned	based on 2103/2131 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.99;0.98;0.98;0.97;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2567.fa	taxid assigned	based on 2261/2298 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin2568.fa	taxid assigned	based on 1974/2010 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2569.fa	taxid assigned	based on 1929/2050 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.85;0.85;0.85;0.85;0.84;0.64;0.46	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin257.fa	taxid assigned	based on 2194/2222 ORFs	1;131567;2;1224;28216;80840	1.00;1.00;1.00;0.81;0.36;0.36	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no support	no support	no support
Bin2570.fa	taxid assigned	based on 2669/2713 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.93;0.93;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2571.fa	taxid assigned	based on 2389/2501 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759;1470347	1.00;1.00;1.00;0.95;0.95;0.95;0.94;0.94;0.93;0.93;0.77	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii
Bin2572.fa	taxid assigned	based on 2030/2078 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.99;0.99;0.97	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
Bin2573.fa	taxid assigned	based on 1134/1178 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.82;0.82;0.82;0.82;0.82;0.80;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2574.fa	taxid assigned	based on 2504/2551 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;2624479;142586	1.00;1.00;1.00;0.99;0.99;0.79;0.79;0.76;0.76;0.76;0.76	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp.
Bin2575.fa	taxid assigned	based on 2063/2177 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;2638335;59823	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95;0.83;0.73;0.35;0.30	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp.
Bin2576.fa	taxid assigned	based on 5179/5261 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.93;0.93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin2577.fa	taxid assigned	based on 1989/2082 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.99;0.98;0.96;0.95;0.94;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2578.fa	taxid assigned	based on 1500/1554 ORFs	1;131567;2;1783272	1.00;1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin2579.fa	taxid assigned	based on 1772/1791 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.98;0.94;0.94;0.94;0.88;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin258.fa	taxid assigned	based on 2851/2885 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;0.99;0.99;0.99;0.96;0.96;0.88;0.31	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2580.fa	taxid assigned	based on 1532/1578 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.96;0.95;0.93;0.92;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2581.fa	taxid assigned	based on 1457/1509 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2582.fa	taxid assigned	based on 2219/2294 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2583.fa	taxid assigned	based on 2760/2820 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.99;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin2584.fa	taxid assigned	based on 1753/1824 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.97;0.97;0.93;0.90;0.84;0.81;0.81	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin2585.fa	taxid assigned	based on 2385/2422 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2586.fa	taxid assigned	based on 2188/2231 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2587.fa	taxid assigned	based on 1861/1904 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.65;0.65;0.65	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin2588.fa	taxid assigned	based on 1846/1886 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.96;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2589.fa	taxid assigned	based on 1692/1755 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin259.fa	taxid assigned	based on 2249/2301 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.97;0.97;0.95;0.94;0.53	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin2590.fa	taxid assigned	based on 1741/1767 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2591.fa	taxid assigned	based on 2113/2148 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2592.fa	taxid assigned	based on 2545/2571 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2593.fa	taxid assigned	based on 1949/1990 ORFs	1;131567;2;1783272;1239;186801;186802;216572;459786;2629304	1.00;0.99;0.99;0.99;0.99;0.90;0.89;0.74;0.74;0.42	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	no support
Bin2594.fa	taxid assigned	based on 2715/2751 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2595.fa	taxid assigned	based on 1664/1690 ORFs	1;131567;2;1783272;1239;47928;1263003	1.00;1.00;1.00;0.86;0.86;0.70;0.69	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:129
Bin2596.fa	taxid assigned	based on 2015/2035 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;0.99;0.99;0.98;0.97;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2597.fa	taxid assigned	based on 2116/2140 ORFs	1;131567;2;1783272;1239;909932;909929;1843491;158846	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.98	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	no support
Bin2598.fa	taxid assigned	based on 1834/1863 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin2599.fa	taxid assigned	based on 2160/2181 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria	no support	no support	no support	no support	no support	no support
Bin26.fa	taxid assigned	based on 1759/1807 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.96;0.95	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin260.fa	taxid assigned	based on 2059/2101 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.98;0.98	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2600.fa	taxid assigned	based on 1827/1867 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.98;0.97	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin2601.fa	taxid assigned	based on 2331/2362 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.99;0.99;0.97;0.97;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2602.fa	taxid assigned	based on 1926/2123 ORFs	1;131567;2;1783257;74201;417295	1.00;1.00;1.00;0.98;0.97;0.88	Bacteria	Verrucomicrobia	no support	no support	no support	no support	no support
Bin2603.fa	taxid assigned	based on 4191/4202 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.77;0.77;0.77;0.77;0.77;0.72;0.72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2604.fa	taxid assigned	based on 1858/1872 ORFs	1;131567;2;1783272	1.00;1.00;1.00;0.90	Bacteria	no support	no support	no support	no support	no support	no support
Bin2605.fa	taxid assigned	based on 1627/1647 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.96;0.95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2606.fa	taxid assigned	based on 2927/2949 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.91;0.91;0.91;0.91;0.91	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2607.fa	taxid assigned	based on 1669/1696 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.97;0.97	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	no support
Bin2608.fa	taxid assigned	based on 1452/1474 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.56;0.56	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2609.fa	taxid assigned	based on 1366/1576 ORFs	1;131567;2;1783272;1239	1.00;1.00;0.93;0.79;0.72	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin261.fa	taxid assigned	based on 1852/1927 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.97;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2610.fa	taxid assigned	based on 3570/3614 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.94;0.92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin2611.fa	taxid assigned	based on 2298/2320 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2612.fa	taxid assigned	based on 2471/2504 ORFs	1;131567;2;1783272;1239;186801;186802;186803;33042	1.00;1.00;1.00;1.00;0.99;0.98;0.98;0.94;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	no support
Bin2613.fa	taxid assigned	based on 2567/2607 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90;0.32	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2614.fa	taxid assigned	based on 2142/2206 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.97;0.96;0.90;0.84;0.77;0.77	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2615.fa	taxid assigned	based on 4056/4133 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;574697	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.89;0.31	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	no support
Bin2616.fa	taxid assigned	based on 3045/3109 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.49;0.49	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2617.fa	taxid assigned	based on 2658/2760 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.99;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2618.fa	taxid assigned	based on 1659/1694 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;0.99	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2619.fa	taxid assigned	based on 1819/1933 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.96;0.96;0.91;0.89;0.59;0.59	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin262.fa	taxid assigned	based on 1567/1588 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2620.fa	taxid assigned	based on 2010/2057 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485;59619;1262794	1.00;1.00;1.00;0.98;0.39;0.39;0.39;0.39;0.39;0.39;0.39	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:306
Bin2621.fa	taxid assigned	based on 3196/3259 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	no support	no support
Bin2622.fa	taxid assigned	based on 1809/1898 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.98;0.98;0.95;0.92;0.87;0.84;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin2623.fa	taxid assigned	based on 2746/2781 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2624.fa	taxid assigned	based on 1907/1950 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	no support
Bin2625.fa	taxid assigned	based on 2133/2194 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;39496	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.94;0.94;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum
Bin2626.fa	taxid assigned	based on 2401/2428 ORFs	1;131567;2;1783272;1239;186801;186802;186803;33042	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.95;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	no support
Bin2627.fa	taxid assigned	based on 2291/2495 ORFs	1;131567;2;1783272;1239;186801;186802;541000;2305133;1898205	1.00;1.00;1.00;0.89;0.89;0.82;0.76;0.64;0.56;0.56	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcaceae bacterium
Bin2628.fa	taxid assigned	based on 2587/2667 ORFs	1;131567;2;1783272;1239;186801;186802;186803;33042;116085	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.91;0.88;0.88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus
Bin2629.fa	taxid assigned	based on 2469/2521 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin263.fa	taxid assigned	based on 3012/3174 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.91;0.90;0.65;0.59;0.44;0.44	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2630.fa	taxid assigned	based on 2042/2296 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;0.99;0.91;0.90;0.81;0.78;0.59;0.59	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin2631.fa	taxid assigned	based on 3182/3218 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.98;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin2632.fa	taxid assigned	based on 4396/4489 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.47;0.47	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2633.fa	taxid assigned	based on 1937/2005 ORFs	1;131567;2;1224;28211;204441;433;434	1.00;1.00;1.00;0.89;0.89;0.86;0.86;0.86	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	no support
Bin2634.fa	taxid assigned	based on 1941/1988 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.98;0.68;0.68	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2635.fa	taxid assigned	based on 3001/3103 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
